"","Tow-SpeciesID","TowID","Genus","Species","Total Number","Notes"
"3294",3147,1101,"Anguilla","rostrata",40,NA
"3295",3148,1103,"Anguilla","rostrata",30,NA
"3296",3149,1104,"Anguilla","rostrata",3,NA
"3297",3150,1105,"Anguilla","rostrata",3,NA
"3298",3151,1106,"Anguilla","rostrata",2,NA
"3299",3152,1107,"Anguilla","rostrata",2,NA
"3300",3153,1108,"Anguilla","rostrata",2,NA
"3301",3154,1110,"Anguilla","rostrata",1,NA
"3302",3155,1111,"Anguilla","rostrata",1,NA
"3303",3156,1113,"Anguilla","rostrata",30,NA
"3304",3157,1114,"Anguilla","rostrata",5,NA
"3305",3158,1115,"Anguilla","rostrata",47,NA
"3306",3159,1116,"Anguilla","rostrata",2,NA
"3307",3160,1117,"Anguilla","rostrata",6,NA
"3308",3161,1118,"Anguilla","rostrata",3,NA
"3309",3162,1119,"Anguilla","rostrata",6,NA
"3310",3163,1120,"Anguilla","rostrata",2,NA
"3311",3164,1121,"Anguilla","rostrata",3,NA
"3312",3165,1122,"Anguilla","rostrata",3,NA
"3313",3166,861,"Lepomis","sp.",2,NA
"3314",3167,1124,"Umbra","limi",1,NA
"3315",3168,1127,"Anguilla","rostrata",25,NA
"3316",3169,1128,"Anguilla","rostrata",2,NA
"3317",3170,1129,"Anguilla","rostrata",1,NA
"3318",3171,1130,"Anguilla","rostrata",2,NA
"3319",3172,1131,"Anguilla","rostrata",3,NA
"3320",3173,1132,"Anguilla","rostrata",4,NA
"3321",3174,1133,"Anguilla","rostrata",1,NA
"3322",3175,1134,"Anguilla","rostrata",2,NA
"3323",3176,1136,"Anguilla","rostrata",4,NA
"3324",3177,1139,"Anguilla","rostrata",1,NA
"3325",3178,1140,"Anguilla","rostrata",12,NA
"3326",3179,1141,"Anguilla","rostrata",1,NA
"3327",3180,1143,"Anguilla","rostrata",1,NA
"3328",3181,1145,"Anguilla","rostrata",3,NA
"3329",3182,1147,"Anguilla","rostrata",2,NA
"3330",3183,1151,"Anguilla","rostrata",37,NA
"3331",3184,1152,"Anguilla","rostrata",1,NA
"3332",3185,1153,"Anguilla","rostrata",4,NA
"3333",3186,1154,"Anguilla","rostrata",5,NA
"3334",3187,1156,"Anguilla","rostrata",1,NA
"3335",3188,1158,"Anguilla","rostrata",4,NA
"3336",3189,1161,"Anguilla","rostrata",2,NA
"3337",3190,1162,"Anguilla","rostrata",50,NA
"3338",3191,1163,"Anguilla","rostrata",1,NA
"3339",3192,1164,"Mnemiopsis","leidyi",1,NA
"3340",3193,1164,"Pseudopleuronectes","americanus",3,NA
"3341",3194,1165,"Mnemiopsis","leidyi",4,NA
"3342",3195,1166,"Pseudopleuronectes","americanus",50,NA
"3343",3196,1166,"Mnemiopsis","leidyi",128,NA
"3344",3197,1166,"Callinectes","sapidus",5,NA
"3345",3198,1167,"Pseudopleuronectes","americanus",127,NA
"3346",3199,1167,"Mnemiopsis","leidyi",135,NA
"3347",3200,1167,"Paralichthys","dentatus",1,NA
"3348",3201,1167,"Callinectes","sapidus",6,NA
"3349",3202,1168,"Pseudopleuronectes","americanus",2,NA
"3350",3203,1168,"Menidia","menidia",1,NA
"3351",3204,1168,"Cyprinodon","variegatus",2,NA
"3352",3205,1168,"Mnemiopsis","leidyi",120,NA
"3353",3206,1168,"Cyanea","capillata",2,NA
"3354",3207,1169,"Menidia","menidia",3,NA
"3355",3208,1169,"Pseudopleuronectes","americanus",1,NA
"3356",3209,1169,"Mnemiopsis","leidyi",69,NA
"3357",3210,1170,"Chrysaora","quinquecirrha",2,NA
"3358",3211,1170,"Mnemiopsis","leidyi",3,NA
"3359",3212,1171,"Mnemiopsis","leidyi",1,NA
"3360",3213,1171,"Chrysaora","quinquecirrha",1,NA
"3361",3214,1172,"Callinectes","sapidus",3,NA
"3362",3215,1172,"Mnemiopsis","leidyi",18,NA
"3363",3216,1173,"Mnemiopsis","leidyi",32,NA
"3364",3217,1173,"Callinectes","sapidus",1,NA
"3365",3218,1165,"Pseudopleuronectes","americanus",2,NA
"3366",3219,1169,"Chrysaora","quinquecirrha",6,NA
"3367",3220,1169,"Anchoa","mitchilli",1,NA
"3368",3221,1173,"Fundulus","majalis",1,NA
"3369",3222,1175,"Mnemiopsis","leidyi",59,NA
"3370",3223,1175,"Fundulus","majalis",7,NA
"3371",3224,1175,"Pseudopleuronectes","americanus",4,NA
"3372",3225,1175,"Menidia","menidia",1,NA
"3373",3226,1176,"Fundulus","majalis",4,NA
"3374",3227,1176,"Pseudopleuronectes","americanus",9,NA
"3375",3228,1176,"Callinectes","sapidus",1,NA
"3376",3229,1176,"Mnemiopsis","leidyi",45,NA
"3377",3230,1179,"Menidia","menidia",2,NA
"3378",3231,1179,"Mnemiopsis","leidyi",32,NA
"3379",3232,1180,"Mnemiopsis","leidyi",22,NA
"3380",3233,1180,"Menidia","menidia",2,NA
"3381",3234,1180,"Cyanea","capillata",1,NA
"3382",3235,1181,"Menidia","menidia",1,NA
"3383",3236,1181,"Pseudopleuronectes","americanus",1,NA
"3384",3237,1181,"Mnemiopsis","leidyi",7,NA
"3385",3238,1181,"Anchoa","mitchilli",52,NA
"3386",3239,1181,"Callinectes","sapidus",2,NA
"3387",3240,1181,"Brevoortia","tyrannus",3,NA
"3388",3241,1182,"Anchoa","mitchilli",47,NA
"3389",3242,1182,"Mnemiopsis","leidyi",3,NA
"3390",3243,1182,"Brevoortia","tyrannus",8,NA
"3391",3244,1182,"Pseudopleuronectes","americanus",1,NA
"3392",3245,1182,"Menidia","menidia",2,NA
"3393",3246,1183,"Brevoortia","tyrannus",8,NA
"3394",3247,1183,"Unidentified","jellyfish",1,NA
"3395",3248,1184,"Mnemiopsis","leidyi",213,NA
"3396",3249,1184,"Cyanea","capillata",12,NA
"3397",3250,1184,"Chrysaora","quinquecirrha",4,NA
"3398",3251,1184,"Brevoortia","tyrannus",4,NA
"3399",3252,1184,"Unidentified","jellyfish",1,NA
"3400",3253,1185,"Menidia","menidia",3,NA
"3401",3254,1185,"Pseudopleuronectes","americanus",1,NA
"3402",3255,1185,"Mnemiopsis","leidyi",173,NA
"3403",3256,1185,"Cyanea","capillata",1,NA
"3404",3257,1185,"Chrysaora","quinquecirrha",3,NA
"3405",3258,1186,"Mnemiopsis","leidyi",212,NA
"3406",3259,1186,"Pseudopleuronectes","americanus",2,NA
"3407",3260,1186,"Menidia","menidia",3,NA
"3408",3261,1186,"Cyanea","capillata",2,NA
"3409",3262,1187,"Mnemiopsis","leidyi",72,NA
"3410",3263,1187,"Cyanea","capillata",2,NA
"3411",3264,1188,"Mnemiopsis","leidyi",98,NA
"3412",3265,1188,"Pomatomus","saltatrix",3,NA
"3413",3266,1188,"Cyanea","capillata",2,NA
"3414",3267,1189,"Mnemiopsis","leidyi",228,NA
"3415",3268,1189,"Pseudopleuronectes","americanus",7,NA
"3416",3269,1189,"Micropogonias","undulatus",1,NA
"3417",3270,1189,"Menidia","menidia",2,NA
"3418",3271,1190,"Anchoa","mitchilli",66,NA
"3419",3272,1190,"Mnemiopsis","leidyi",235,NA
"3420",3273,1190,"Menidia","menidia",3,NA
"3421",3274,1190,"Pseudopleuronectes","americanus",1,NA
"3422",3275,1190,"Callinectes","sapidus",1,NA
"3423",3276,1191,"Fundulus","majalis",5,NA
"3424",3277,1191,"Micropogonias","undulatus",1,NA
"3425",3278,1191,"Pomatomus","saltatrix",1,NA
"3426",3279,1191,"Pseudopleuronectes","americanus",2,NA
"3427",3280,1191,"Mnemiopsis","leidyi",3,NA
"3428",3281,1192,"Mnemiopsis","leidyi",17,NA
"3429",3282,1192,"Menidia","menidia",4,NA
"3430",3283,1192,"Pseudopleuronectes","americanus",1,NA
"3431",3284,1192,"Micropogonias","undulatus",2,NA
"3432",3285,1193,"Mnemiopsis","leidyi",524,NA
"3433",3286,1193,"Pseudopleuronectes","americanus",5,NA
"3434",3287,1193,"Callinectes","sapidus",13,NA
"3435",3288,1193,"Pomatomus","saltatrix",1,NA
"3436",3289,1194,"Mnemiopsis","leidyi",401,NA
"3437",3290,1194,"Pseudopleuronectes","americanus",9,NA
"3438",3291,1194,"Callinectes","sapidus",13,NA
"3439",3292,1194,"Menidia","menidia",1,NA
"3440",3293,1194,"Fundulus","heteroclitus",1,NA
"3441",3294,1195,"Sphoeroides","maculatus",1,NA
"3442",3295,1195,"Pomatomus","saltatrix",9,NA
"3443",3296,1195,"Pseudopleuronectes","americanus",2,NA
"3444",3297,1195,"Mnemiopsis","leidyi",110,NA
"3445",3298,1195,"Cyanea","capillata",2,NA
"3446",3299,1196,"Sphoeroides","maculatus",1,NA
"3447",3300,1196,"Mnemiopsis","leidyi",167,NA
"3448",3301,1196,"Cyanea","capillata",2,NA
"3449",3302,1196,"Pseudopleuronectes","americanus",1,NA
"3450",3303,1197,"Anchoa","mitchilli",16,NA
"3451",3304,1197,"Callinectes","sapidus",6,NA
"3452",3305,1197,"Menidia","menidia",2,NA
"3453",3306,1198,"Anchoa","mitchilli",33,NA
"3454",3307,1198,"Callinectes","sapidus",5,NA
"3455",3308,1198,"Menidia","menidia",8,NA
"3456",3309,1198,"Mnemiopsis","leidyi",10,NA
"3457",3310,1198,"Pseudopleuronectes","americanus",2,NA
"3458",3311,1199,"Brevoortia","tyrannus",71,NA
"3459",3312,1199,"Menidia","menidia",7,NA
"3460",3313,1199,"Callinectes","sapidus",7,NA
"3461",3314,1199,"Alosa","pseudoharengus",6,NA
"3462",3315,1199,"Anchoa","mitchilli",4,NA
"3463",3316,1199,"Mnemiopsis","leidyi",1,NA
"3464",3317,1200,"Anchoa","mitchilli",6,NA
"3465",3318,1200,"Pomatomus","saltatrix",2,NA
"3466",3319,1200,"Callinectes","sapidus",14,NA
"3467",3320,1200,"Alosa","pseudoharengus",6,NA
"3468",3321,1200,"Brevoortia","tyrannus",1,NA
"3469",3322,1200,"Pseudopleuronectes","americanus",1,NA
"3470",3323,1201,"Anchoa","mitchilli",1,NA
"3471",3324,1201,"Pomatomus","saltatrix",7,NA
"3472",3325,1201,"Menidia","menidia",1,NA
"3473",3326,1201,"Mnemiopsis","leidyi",101,NA
"3474",3327,1201,"Cyanea","capillata",3,NA
"3475",3328,1201,"Clupea","harengus",1,NA
"3476",3329,1202,"Cyanea","capillata",3,NA
"3477",3330,1202,"Mnemiopsis","leidyi",143,NA
"3478",3331,1202,"Menidia","menidia",1,NA
"3479",3332,1202,"Pomatomus","saltatrix",4,NA
"3480",3333,1202,"Anchoa","mitchilli",3,NA
"3481",3334,1202,"Pseudopleuronectes","americanus",1,NA
"3482",3335,1203,"Brevoortia","tyrannus",17519,NA
"3483",3336,1203,"Pseudopleuronectes","americanus",2,NA
"3484",3337,1203,"Callinectes","sapidus",7,NA
"3485",3338,1203,"Fundulus","majalis",1,NA
"3486",3339,1204,"Brevoortia","tyrannus",5856,NA
"3487",3340,1179,"Cyanea","capillata",1,NA
"3488",3341,1183,"Mnemiopsis","leidyi",166,NA
"3489",3342,1183,"Cyanea","capillata",5,NA
"3490",3343,1183,"Chrysaora","quinquecirrha",1,NA
"3491",3344,1200,"Menidia","menidia",1,NA
"3492",3345,1204,"Micropogonias","undulatus",7,NA
"3493",3346,1204,"Fundulus","majalis",2,NA
"3494",3347,1204,"Pseudopleuronectes","americanus",5,NA
"3495",3348,1204,"Mnemiopsis","leidyi",3,NA
"3496",3349,1204,"Callinectes","sapidus",5,NA
"3497",3350,1204,"Anchoa","mitchilli",1,NA
"3498",3351,1205,"Mnemiopsis","leidyi",129,NA
"3499",3352,1205,"Aurelia","aurita",1,NA
"3500",3353,1205,"Cyanea","capillata",1,NA
"3501",3354,1206,"Pseudopleuronectes","americanus",1,NA
"3502",3355,1206,"Anchoa","mitchilli",1,NA
"3503",3356,1206,"Mnemiopsis","leidyi",100,NA
"3504",3357,1206,"Callinectes","sapidus",1,NA
"3505",3358,1206,"Cyanea","capillata",1,NA
"3506",3359,1206,"Menidia","menidia",1,NA
"3507",3360,1207,"Menidia","menidia",1,NA
"3508",3361,1207,"Pseudopleuronectes","americanus",23,NA
"3509",3362,1207,"Callinectes","sapidus",17,NA
"3510",3363,1207,"Mnemiopsis","leidyi",319,NA
"3511",3364,1208,"Callinectes","sapidus",8,NA
"3512",3365,1208,"Pseudopleuronectes","americanus",6,NA
"3513",3366,1208,"Menidia","menidia",2,NA
"3514",3367,1208,"Mnemiopsis","leidyi",467,NA
"3515",3368,1209,"Pseudopleuronectes","americanus",9,NA
"3516",3369,1209,"Menidia","menidia",1,NA
"3517",3370,1209,"Gobiosoma","bosc",2,NA
"3518",3371,1209,"Fundulus","heteroclitus",3,NA
"3519",3372,1209,"Pomatomus","saltatrix",4,NA
"3520",3373,1209,"Mnemiopsis","leidyi",3,NA
"3521",3374,1210,"Brevoortia","tyrannus",5931,NA
"3522",3375,1210,"Callinectes","sapidus",4,NA
"3523",3376,1210,"Pseudopleuronectes","americanus",5,NA
"3524",3377,1210,"Fundulus","heteroclitus",2,NA
"3525",3378,1210,"Pomatomus","saltatrix",2,NA
"3526",3379,1210,"Chrysaora","quinquecirrha",1,NA
"3527",3380,1211,"Anchoa","mitchilli",3,NA
"3528",3381,1211,"Pseudopleuronectes","americanus",15,NA
"3529",3382,1211,"Callinectes","sapidus",19,NA
"3530",3383,1211,"Brevoortia","tyrannus",13,NA
"3531",3384,1211,"Pomatomus","saltatrix",2,NA
"3532",3385,1211,"Fundulus","majalis",1,NA
"3533",3386,1211,"Chrysaora","quinquecirrha",1,NA
"3534",3387,1212,"Pseudopleuronectes","americanus",8,NA
"3535",3388,1212,"Paralichthys","dentatus",3,NA
"3536",3389,1212,"Callinectes","sapidus",16,NA
"3537",3390,1212,"Mnemiopsis","leidyi",9,NA
"3538",3391,1212,"Anchoa","mitchilli",1,NA
"3539",3392,1212,"Pomatomus","saltatrix",4,NA
"3540",3393,1212,"Menidia","menidia",1,NA
"3541",3394,1212,"Brevoortia","tyrannus",2,NA
"3542",3395,1213,"Brevoortia","tyrannus",232,NA
"3543",3396,1213,"Anchoa","mitchilli",10,NA
"3544",3397,1213,"Callinectes","sapidus",19,NA
"3545",3398,1213,"Mnemiopsis","leidyi",8,NA
"3546",3399,1213,"Menidia","menidia",5,NA
"3547",3400,1213,"Pseudopleuronectes","americanus",2,NA
"3548",3401,1214,"Brevoortia","tyrannus",3,NA
"3549",3402,1214,"Callinectes","sapidus",13,NA
"3550",3403,1214,"Menidia","menidia",6,NA
"3551",3404,1214,"Paralichthys","dentatus",1,NA
"3552",3405,1214,"Mnemiopsis","leidyi",13,NA
"3553",3406,1214,"Pomatomus","saltatrix",5,NA
"3554",3407,1214,"Anchoa","mitchilli",1,NA
"3555",3408,1215,"Pseudopleuronectes","americanus",7,NA
"3556",3409,1215,"Mnemiopsis","leidyi",217,NA
"3557",3410,1215,"Pomatomus","saltatrix",9,NA
"3558",3411,1215,"Chrysaora","quinquecirrha",3,NA
"3559",3412,1216,"Pseudopleuronectes","americanus",1,NA
"3560",3413,1216,"Pomatomus","saltatrix",11,NA
"3561",3414,1216,"Mnemiopsis","leidyi",124,NA
"3562",3415,1216,"Chrysaora","quinquecirrha",4,NA
"3563",3416,1217,"Mnemiopsis","leidyi",316,NA
"3564",3417,1217,"Menidia","menidia",8,NA
"3565",3418,1217,"Anchoa","mitchilli",1,NA
"3566",3419,1217,"Pseudopleuronectes","americanus",6,NA
"3567",3420,1217,"Chrysaora","quinquecirrha",1,NA
"3568",3421,1217,"Micropogonias","undulatus",1,NA
"3569",3422,1217,"Pomatomus","saltatrix",1,NA
"3570",3423,1218,"Pseudopleuronectes","americanus",3,NA
"3571",3424,1218,"Pomatomus","saltatrix",4,NA
"3572",3425,1218,"Callinectes","sapidus",1,NA
"3573",3426,1218,"Mnemiopsis","leidyi",257,NA
"3574",3427,1219,"Pomatomus","saltatrix",6,NA
"3575",3428,1219,"Mnemiopsis","leidyi",113,NA
"3576",3429,1219,"Chrysaora","quinquecirrha",1,NA
"3577",3430,1219,"Cyanea","capillata",1,NA
"3578",3431,1220,"Fundulus","majalis",7,NA
"3579",3432,1220,"Pomatomus","saltatrix",12,NA
"3580",3433,1220,"Mnemiopsis","leidyi",107,NA
"3581",3434,1220,"Anchoa","mitchilli",1,NA
"3582",3435,1220,"Callinectes","sapidus",1,NA
"3583",3436,1221,"Pseudopleuronectes","americanus",8,NA
"3584",3437,1221,"Fundulus","majalis",2,NA
"3585",3438,1221,"Menidia","menidia",3,NA
"3586",3439,1221,"Callinectes","sapidus",1,NA
"3587",3440,1221,"Mnemiopsis","leidyi",1,NA
"3588",3441,1222,"Pseudopleuronectes","americanus",6,NA
"3589",3442,1222,"Fundulus","majalis",13,NA
"3590",3443,1222,"Mnemiopsis","leidyi",1,NA
"3591",3444,1223,"Pomatomus","saltatrix",13,NA
"3592",3445,1223,"Chrysaora","quinquecirrha",10,NA
"3593",3446,1223,"Micropogonias","undulatus",2,NA
"3594",3447,1223,"Callinectes","sapidus",3,NA
"3595",3448,1223,"Mnemiopsis","leidyi",544,NA
"3596",3449,1223,"Menidia","menidia",2,NA
"3597",3450,1223,"Panopeus","herbstii",4,NA
"3598",3451,1223,"Apeltes","quadracus",2,NA
"3599",3452,1224,"Menidia","menidia",3,NA
"3600",3453,1224,"Chrysaora","quinquecirrha",21,NA
"3601",3454,1224,"Mnemiopsis","leidyi",456,NA
"3602",3455,1224,"Pomatomus","saltatrix",2,NA
"3603",3456,1224,"Callinectes","sapidus",2,NA
"3604",3457,1224,"Panopeus","herbstii",2,NA
"3605",3458,1224,"Pseudopleuronectes","americanus",1,NA
"3606",3459,1224,"Fundulus","heteroclitus",1,NA
"3607",3460,1225,"Pomatomus","saltatrix",5,NA
"3608",3461,1225,"Menidia","menidia",1,NA
"3609",3462,1225,"Mnemiopsis","leidyi",73,NA
"3610",3463,1225,"Pseudopleuronectes","americanus",1,NA
"3611",3464,1225,"Callinectes","sapidus",2,NA
"3612",3465,1225,"Alosa","sp.",1,NA
"3613",3466,1226,"Pomatomus","saltatrix",4,NA
"3614",3467,1226,"Mnemiopsis","leidyi",106,NA
"3615",3468,1226,"Menidia","menidia",1,NA
"3616",3469,1227,"Brevoortia","tyrannus",336,NA
"3617",3470,1227,"Callinectes","sapidus",3,NA
"3618",3471,1227,"Pseudopleuronectes","americanus",1,NA
"3619",3472,1227,"Mnemiopsis","leidyi",10,NA
"3620",3473,1227,"Chrysaora","quinquecirrha",1,NA
"3621",3474,1228,"Mnemiopsis","leidyi",5,NA
"3622",3475,1228,"Pseudopleuronectes","americanus",1,NA
"3623",3476,1229,"Micropogonias","undulatus",1,NA
"3624",3477,1229,"Pomatomus","saltatrix",4,NA
"3625",3478,1229,"Pseudopleuronectes","americanus",4,NA
"3626",3479,1229,"Menidia","menidia",4,NA
"3627",3480,1229,"Mnemiopsis","leidyi",1,NA
"3628",3481,1229,"Brevoortia","tyrannus",2,NA
"3629",3482,1229,"Chrysaora","quinquecirrha",4,NA
"3630",3483,1230,"Chrysaora","quinquecirrha",8,NA
"3631",3484,1230,"Pomatomus","saltatrix",3,NA
"3632",3485,1230,"Callinectes","sapidus",2,NA
"3633",3486,1230,"Paralichthys","dentatus",1,NA
"3634",3487,1230,"Esox","niger",1,NA
"3635",3488,1209,"Callinectes","sapidus",11,NA
"3636",3489,1229,"Callinectes","sapidus",6,NA
"3637",3490,1229,"Paralichthys","dentatus",2,NA
"3638",3491,1230,"Pseudopleuronectes","americanus",1,NA
"3639",3492,1231,"Pomatomus","saltatrix",4,NA
"3640",3493,1231,"Menidia","menidia",4,NA
"3641",3494,1232,"Micropogonias","undulatus",1,NA
"3642",3495,1232,"Menidia","menidia",7,NA
"3643",3496,1232,"Pomatomus","saltatrix",1,NA
"3644",3497,1232,"Pseudopleuronectes","americanus",1,NA
"3645",3498,1233,"Menidia","menidia",14,NA
"3646",3499,1233,"Pomatomus","saltatrix",18,NA
"3647",3500,1233,"Brevoortia","tyrannus",1,NA
"3648",3501,1233,"Mnemiopsis","leidyi",53,NA
"3649",3502,1234,"Menidia","menidia",2,NA
"3650",3503,1234,"Pomatomus","saltatrix",4,NA
"3651",3504,1234,"Mnemiopsis","leidyi",199,NA
"3652",3505,1234,"Chrysaora","quinquecirrha",1,NA
"3653",3506,1235,"Chrysaora","quinquecirrha",9,NA
"3654",3507,1235,"Brevoortia","tyrannus",590,NA
"3655",3508,1235,"Anchoa","mitchilli",1,NA
"3656",3509,1235,"Menidia","menidia",1,NA
"3657",3510,1235,"Fundulus","majalis",1,NA
"3658",3511,1236,"Fundulus","majalis",9,NA
"3659",3512,1236,"Menidia","menidia",2,NA
"3660",3513,1236,"Pomatomus","saltatrix",2,NA
"3661",3514,1236,"Chrysaora","quinquecirrha",62,NA
"3662",3515,1237,"Chrysaora","quinquecirrha",6,NA
"3663",3516,1237,"Menidia","menidia",2,NA
"3664",3517,1237,"Anchoa","mitchilli",1,NA
"3665",3518,1237,"Pomatomus","saltatrix",20,NA
"3666",3519,1238,"Chrysaora","quinquecirrha",2,NA
"3667",3520,1238,"Mnemiopsis","leidyi",1,NA
"3668",3521,1238,"Pomatomus","saltatrix",3,NA
"3669",3522,1238,"Anchoa","mitchilli",2,NA
"3670",3523,1238,"Menidia","menidia",1,NA
"3671",3524,1238,"Pseudopleuronectes","americanus",1,NA
"3672",3525,1239,"Pomatomus","saltatrix",3,NA
"3673",3526,1239,"Chrysaora","quinquecirrha",63,NA
"3674",3527,1240,"Chrysaora","quinquecirrha",34,NA
"3675",3528,1240,"Pomatomus","saltatrix",6,NA
"3676",3529,1240,"Callinectes","sapidus",2,NA
"3677",3530,1241,"Anguilla","rostrata",1,NA
"3678",3531,1241,"Callinectes","sapidus",1,NA
"3679",3532,1241,"Menidia","menidia",1,NA
"3680",3533,1241,"Chrysaora","quinquecirrha",12,NA
"3681",3534,1241,"Mnemiopsis","leidyi",6,NA
"3682",3535,1242,"Chrysaora","quinquecirrha",36,NA
"3683",3536,1242,"Pseudopleuronectes","americanus",1,NA
"3684",3537,1242,"Pomatomus","saltatrix",1,NA
"3685",3538,1242,"Mnemiopsis","leidyi",21,NA
"3686",3539,1242,"Callinectes","sapidus",2,NA
"3687",3540,1243,"Menidia","menidia",12,NA
"3688",3541,1243,"Pomatomus","saltatrix",7,NA
"3689",3542,1243,"Chrysaora","quinquecirrha",7,NA
"3690",3543,1243,"Mnemiopsis","leidyi",1,NA
"3691",3544,1244,"Chrysaora","quinquecirrha",11,NA
"3692",3545,1244,"Menidia","menidia",3,NA
"3693",3546,1244,"Pseudopleuronectes","americanus",1,NA
"3694",3547,1245,"Callinectes","sapidus",3,NA
"3695",3548,1245,"Pomatomus","saltatrix",6,NA
"3696",3549,1245,"Fundulus","heteroclitus",1,NA
"3697",3550,1245,"Esox","niger",1,NA
"3698",3551,1245,"Chrysaora","quinquecirrha",1,NA
"3699",3552,1246,"Menidia","menidia",1,NA
"3700",3553,1246,"Pomatomus","saltatrix",1,NA
"3701",3554,1247,"Pomatomus","saltatrix",3,NA
"3702",3555,1247,"Anchoa","mitchilli",7,NA
"3703",3556,1247,"Callinectes","sapidus",5,NA
"3704",3557,1247,"Brevoortia","tyrannus",2,NA
"3705",3558,1247,"Micropogonias","undulatus",4,NA
"3706",3559,1247,"Mnemiopsis","leidyi",108,NA
"3707",3560,1247,"Menidia","menidia",1,NA
"3708",3561,1247,"Panopeus","herbstii",3,NA
"3709",3562,1247,"Gobiosoma","bosc",1,NA
"3710",3563,1247,"Syngnathus","fuscus",1,NA
"3711",3564,1248,"Anchoa","mitchilli",3,NA
"3712",3565,1248,"Pomatomus","saltatrix",5,NA
"3713",3566,1248,"Micropogonias","undulatus",1,NA
"3714",3567,1248,"Callinectes","sapidus",3,NA
"3715",3568,1248,"Pseudopleuronectes","americanus",2,NA
"3716",3569,1248,"Mnemiopsis","leidyi",1,NA
"3717",3570,1249,"Callinectes","sapidus",14,NA
"3718",3571,1249,"Anchoa","mitchilli",15,NA
"3719",3572,1249,"Pomatomus","saltatrix",1,NA
"3720",3573,1249,"Menidia","menidia",5,NA
"3721",3574,1249,"Micropogonias","undulatus",2,NA
"3722",3575,1249,"Paralichthys","dentatus",1,NA
"3723",3576,1249,"Pseudopleuronectes","americanus",1,NA
"3724",3577,1249,"Syngnathus","fuscus",1,NA
"3725",3578,1249,"Mnemiopsis","leidyi",13,NA
"3726",3579,1249,"Chrysaora","quinquecirrha",1,NA
"3727",3580,1250,"Syngnathus","fuscus",2,NA
"3728",3581,1250,"Anchoa","mitchilli",5,NA
"3729",3582,1250,"Brevoortia","tyrannus",1,NA
"3730",3583,1244,"Pomatomus","saltatrix",4,NA
"3731",3584,1250,"Pomatomus","saltatrix",1,NA
"3732",3585,1250,"Callinectes","sapidus",6,NA
"3733",3586,1250,"Mnemiopsis","leidyi",6,NA
"3734",3587,1250,"Chrysaora","quinquecirrha",1,NA
"3735",3588,1251,"Anchoa","mitchilli",31,NA
"3736",3589,1251,"Anguilla","rostrata",1,NA
"3737",3590,1251,"Menidia","menidia",2,NA
"3738",3591,1251,"Callinectes","sapidus",4,NA
"3739",3592,1251,"Pomatomus","saltatrix",8,NA
"3740",3593,1251,"Micropogonias","undulatus",2,NA
"3741",3594,1251,"Mnemiopsis","leidyi",184,NA
"3742",3595,1251,"Chrysaora","quinquecirrha",1,NA
"3743",3596,1251,"Panopeus","herbstii",2,NA
"3744",3597,1252,"Anchoa","mitchilli",9,NA
"3745",3598,1252,"Mnemiopsis","leidyi",138,NA
"3746",3599,1252,"Pomatomus","saltatrix",1,NA
"3747",3600,1252,"Panopeus","herbstii",2,NA
"3748",3601,1252,"Callinectes","sapidus",1,NA
"3749",3602,1252,"Syngnathus","fuscus",1,NA
"3750",3603,1253,"Paralichthys","dentatus",1,NA
"3751",3604,1253,"Pomatomus","saltatrix",1,NA
"3752",3605,1253,"Menidia","menidia",2,NA
"3753",3606,1253,"Callinectes","sapidus",2,NA
"3754",3607,1253,"Chrysaora","quinquecirrha",1,NA
"3755",3608,1253,"Mnemiopsis","leidyi",186,NA
"3756",3609,1254,"Brevoortia","tyrannus",3,NA
"3757",3610,1254,"Menidia","menidia",6,NA
"3758",3611,1254,"Pomatomus","saltatrix",1,NA
"3759",3612,1254,"Mnemiopsis","leidyi",434,NA
"3760",3613,1254,"Anchoa","mitchilli",2,NA
"3761",3614,1254,"Callinectes","sapidus",3,NA
"3762",3615,1255,"Pomatomus","saltatrix",4,NA
"3763",3616,1255,"Pseudopleuronectes","americanus",2,NA
"3764",3617,1255,"Chrysaora","quinquecirrha",2,NA
"3765",3618,1255,"Mnemiopsis","leidyi",3,NA
"3766",3619,1256,"Pomatomus","saltatrix",3,NA
"3767",3620,1256,"Mnemiopsis","leidyi",2,NA
"3768",3621,1257,"Chrysaora","quinquecirrha",16,NA
"3769",3622,1257,"Menidia","menidia",1,NA
"3770",3623,1257,"Mnemiopsis","leidyi",1,NA
"3771",3624,1258,"Chrysaora","quinquecirrha",18,NA
"3772",3625,1258,"Mnemiopsis","leidyi",3,NA
"3773",3626,1259,"Pomatomus","saltatrix",2,NA
"3774",3627,1259,"Menidia","menidia",7,NA
"3775",3628,1259,"Strongylura","marina",1,NA
"3776",3629,1259,"Chrysaora","quinquecirrha",21,NA
"3777",3630,1259,"Mnemiopsis","leidyi",2,NA
"3778",3631,1260,"Mnemiopsis","leidyi",1,NA
"3779",3632,1260,"Chrysaora","quinquecirrha",5,NA
"3780",3633,1260,"Menidia","menidia",1,NA
"3781",3634,1261,"Brevoortia","tyrannus",61,NA
"3782",3635,1261,"Pomatomus","saltatrix",1,NA
"3783",3636,1261,"Chrysaora","quinquecirrha",3,NA
"3784",3637,1261,"Mnemiopsis","leidyi",2,NA
"3785",3638,1262,"Micropogonias","undulatus",2,NA
